"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.201011434323979 0.13551202439719 0.15327075066791 0.192907655471716 0.236076675438084 0.337015305305759 0.685499357495641 0.77790586580538 0.420322325392895 0.214025410193627
"2" 0.268217737497418 0.207310625526617 0.141138821922026 0.152468255117924 0.22600688918247 0.243979796356484 0.407920090134502 0.487831081841904 0.367167881546122 0.217077746067705
"3" 0.348005356664231 0.272006681666944 0.197811855263262 0.145871977249391 0.163020503243721 0.235707915561637 0.291955984236836 0.40547399458862 1 0.321043442742956
"4" 0.232374384060218 0.35823463059443 0.280148024692437 0.215092872990789 0.157559878077768 0.183670523439111 0.288079686055381 0.376162497012896 0.824761864897528 0.363877689013377
"5" 0.259442908019844 0.219955766186576 0.469891801963502 0.344524809905145 0.261723122300345 0.176625858162947 0.18921835699042 0.246638450181656 0.372119539254387 0.402640955985807
"6" 0.170803601646253 0.256190724060432 0.254861334823326 0.407424423850843 0.396000598401201 0.212771469653649 0.188496504689843 0.265626205838239 0.467759617609493 0.404994255771956
"7" 0.181856619440987 0.16510696803874 0.256683396120893 0.29404522335839 0.346343953733929 0.288539702421048 0.238915840513041 0.225443968085361 0.256477503679554 0.413599645562985
"8" 0.18043811067865 0.163680215682893 0.163771795588246 0.253451972129391 0.298201185944765 0.425780456107336 0.386496161845153 0.241110263046191 0.228468987597219 0.235786678252402
"9" 0.251784196214185 0.190190000801248 0.155142815467085 0.16103454209536 0.273373546773985 0.31422348765374 0.489169296035927 0.36048586513468 0.349065878244948 0.225196152918358
"10" 0.139758395163724 0.259442908019844 0.244169215923744 0.182785788907625 0.188997823318748 0.30617878351657 0.343732600001906 0.430307149363983 0.374893153431907 0.237066224870222
"11" 0.362290888652901 0.149926453543464 0.257599901766721 0.236985167768566 0.180694026658164 0.177878932399217 0.30329198758555 0.299973589914953 0.41044877473909 0.232423052707307
"12" 0.218072765542466 0.185099595162218 0.138761832074199 0.263683807586717 0.237501031303656 0.179070039327779 0.18731981351789 0.30660337586777 0.326611177260822 0.219056859128011
"13" 0.305757320954668 0.160047258475129 0.170358242971059 0.149361256858331 0.251784196214185 0.231388431623412 0.19314433867616 0.219828739022454 0.323265796077544 0.272344987265172
"14" 0.242553013696127 0.230261786239565 0.15647359190116 0.169462673324889 0.164647666179335 0.235839264425763 0.256068339393541 0.223264157371153 0.258491240541099 0.292698966721089
"15" 0.315203800597359 0.229892638728515 0.242218323483949 0.170410043342923 0.184801831541614 0.186597063531126 0.28298548577863 0.285471933800338 0.277769364685879 0.297200217777451
"16" 0.283124478840924 0.247514351062515 0.207403706195041 0.223323213206112 0.16639342439387 0.198019674227325 0.19943175702351 0.294730923023169 0.280743323547401 0.274070903183883
"17" 0.217162579518389 0.339543434754509 0.304408683415947 0.24509590485474 0.222775222162863 0.198671338855053 0.240551593279529 0.233432851753682 0.364685342893444 0.272685548236994
"18" 0.299501695218898 0.207899409755068 0.336838560896705 0.268636670718049 0.241288124088463 0.217795860876612 0.197409901422768 0.220156169204548 0.241110263046191 0.243322918709915
"19" 0.263779143191678 0.293620960731995 0.21986499282307 0.299784354811096 0.270949955693225 0.222755782525619 0.230540722620527 0.219539844335547 0.270949955693225 0.260726447999153
"20" 0.335615137815169 0.26108653641993 0.270185131440023 0.208169987154907 0.261403797616862 0.267083346764866 0.213680956192015 0.224908851495405 0.197327981486744 0.237174530426921
"21" 0.207966879599284 0.251970790928159 0.231459824460319 0.24467818423866 0.222814128440018 0.281954506088634 0.272401590067394 0.242890175730172 0.240610077386032 0.1984072067175
"22" 0.281278193950623 0.199022861952508 0.266727717077748 0.251784196214185 0.290181290917388 0.256848745219541 0.359475906062018 0.297652972823246 0.277393650454367 0.194778491470102
"23" 0.277643824951761 0.238161268334054 0.186688511037019 0.27982019603825 0.257056231315242 0.315575676602109 0.262787167929438 0.350799660634485 0.303695520988613 0.191922974912965
"24" 0.222931063838653 0.303191551556649 0.232471775501916 0.19534622384601 0.268794672896578 0.265477865373073 0.281010079568422 0.265035475856115 0.290419913932644 0.20496533433251
"25" 0.329052044068854 0.153757079719898 0.32298346386938 0.277331294405551 0.225609984575379 0.293452168798981 0.308553934644623 0.335269945531905 0.301803856779149 0.226344016449451
"26" 0.27144777777457 0.262275407682415 0.157117527100552 0.301413558279626 0.274777851574632 0.236235656695804 0.324697637476176 0.317857572794597 0.328432619506108 0.215629146514199
"27" 0.34472440571717 0.266274160189735 0.26246088821385 0.165051175644442 0.269165280374055 0.248303166380266 0.235576954151699 0.314589188878798 0.354180334344582 0.276588802514662
